crewtype,region,gacc_pl,national_pl,drawndown,mobile,mobile_rate,staffing
Dozer 2,GBCC,5,3,0,0,0,0
Dozer 2,GBCC,5,4,0,0,0,0
Dozer 2,GBCC,5,5,0,0,0,0
Dozer 2,SWCC,1,1,4,4,50,8
Dozer 2,SWCC,1,2,8,0,0,8
Dozer 2,SWCC,1,3,8,0,0,8
Dozer 2,SWCC,1,4,4,4,50,8
Dozer 2,SWCC,1,5,8,0,0,8
Dozer 2,SWCC,2,1,4,4,50,8
Dozer 2,SWCC,2,2,4,4,50,8
Dozer 2,SWCC,2,3,8,0,0,8
Dozer 2,SWCC,2,4,4,4,50,8
Dozer 2,SWCC,2,5,8,0,0,8
Dozer 2,SWCC,3,1,8,0,0,8
Dozer 2,SWCC,3,2,8,0,0,8
Dozer 2,SWCC,3,3,6,2,25,8
Dozer 2,SWCC,3,4,8,0,0,8
Dozer 2,SWCC,3,5,8,0,0,8
Dozer 2,SWCC,4,1,8,0,0,8
Dozer 2,SWCC,4,2,8,0,0,8
Dozer 2,SWCC,4,3,8,0,0,8
Dozer 2,SWCC,4,4,8,0,0,8
Dozer 2,SWCC,4,5,8,0,0,8
Dozer 2,SWCC,5,1,8,0,0,8
Dozer 2,SWCC,5,2,8,0,0,8
Dozer 2,SWCC,5,3,8,0,0,8
Dozer 2,SWCC,5,4,8,0,0,8
Dozer 2,SWCC,5,5,8,0,0,8
Dozer 2,RMCC,1,1,2,1,33,3
Dozer 2,RMCC,1,2,3,0,0,3
Dozer 2,RMCC,1,3,2,1,33,3
Dozer 2,RMCC,1,4,3,0,0,3
Dozer 2,RMCC,1,5,3,0,0,3
Dozer 2,RMCC,2,1,2,1,33,3
Dozer 2,RMCC,2,2,2,1,33,3
Dozer 2,RMCC,2,3,2,1,33,3
Dozer 2,RMCC,2,4,3,0,0,3
Dozer 2,RMCC,2,5,3,0,0,3
Dozer 2,RMCC,3,1,3,0,0,3
Dozer 2,RMCC,3,2,3,0,0,3
Dozer 2,RMCC,3,3,3,0,0,3
Dozer 2,RMCC,3,4,3,0,0,3
Dozer 2,RMCC,3,5,3,0,0,3
Dozer 2,RMCC,4,1,3,0,0,3
Dozer 2,RMCC,4,2,3,0,0,3
Dozer 2,RMCC,4,3,3,0,0,3
Dozer 2,RMCC,4,4,3,0,0,3
Dozer 2,RMCC,4,5,3,0,0,3
Dozer 2,RMCC,5,1,3,0,0,3
Dozer 2,RMCC,5,2,3,0,0,3
Dozer 2,RMCC,5,3,3,0,0,3
Dozer 2,RMCC,5,4,3,0,0,3
Dozer 2,RMCC,5,5,3,0,0,3
Dozer 2,EACC,1,1,0,0,0,0
Dozer 2,EACC,1,2,0,0,0,0
Dozer 2,EACC,1,3,0,0,0,0
Dozer 2,EACC,1,4,0,0,0,0
Dozer 2,EACC,1,5,0,0,0,0
Dozer 2,EACC,2,1,0,0,0,0
Dozer 2,EACC,2,2,0,0,0,0
Dozer 2,EACC,2,3,0,0,0,0
Dozer 2,EACC,2,4,0,0,0,0
Dozer 2,EACC,2,5,0,0,0,0
Dozer 2,EACC,3,1,0,0,0,0
Dozer 2,EACC,3,2,0,0,0,0
Dozer 2,EACC,3,3,0,0,0,0
Dozer 2,EACC,3,4,0,0,0,0
Dozer 2,EACC,3,5,0,0,0,0
Dozer 2,EACC,4,1,0,0,0,0
Dozer 2,EACC,4,2,0,0,0,0
Dozer 2,EACC,4,3,0,0,0,0
Dozer 2,EACC,4,4,0,0,0,0
Dozer 2,EACC,4,5,0,0,0,0
Dozer 2,EACC,5,1,0,0,0,0
Dozer 2,EACC,5,2,0,0,0,0
Dozer 2,EACC,5,3,0,0,0,0
Dozer 2,EACC,5,4,0,0,0,0
Dozer 2,EACC,5,5,0,0,0,0
Dozer 2,SACC,1,1,2,1,33,3
Dozer 2,SACC,1,2,3,0,0,3
Dozer 2,SACC,1,3,2,1,33,3
Dozer 2,SACC,1,4,3,0,0,3
Dozer 2,SACC,1,5,2,1,33,3
Dozer 2,SACC,2,1,2,1,33,3
Dozer 2,SACC,2,2,2,1,33,3
Dozer 2,SACC,2,3,2,1,33,3
Dozer 2,SACC,2,4,2,1,33,3
Dozer 2,SACC,2,5,2,1,33,3
Dozer 2,SACC,3,1,3,0,0,3
Dozer 2,SACC,3,2,3,0,0,3
Dozer 2,SACC,3,3,3,0,0,3
Dozer 2,SACC,3,4,3,0,0,3
Dozer 2,SACC,3,5,3,0,0,3
Dozer 2,SACC,4,1,3,0,0,3
Dozer 2,SACC,4,2,3,0,0,3
Dozer 2,SACC,4,3,3,0,0,3
Dozer 2,SACC,4,4,3,0,0,3
Dozer 2,SACC,4,5,3,0,0,3
Dozer 2,SACC,5,1,3,0,0,3
Dozer 2,SACC,5,2,3,0,0,3
Dozer 2,SACC,5,3,3,0,0,3
Dozer 2,SACC,5,4,3,0,0,3
Dozer 2,SACC,5,5,3,0,0,3
Dozer 3,AICC,1,1,0,0,0,0
Dozer 3,AICC,1,2,0,0,0,0
Dozer 3,AICC,1,3,0,0,0,0
Dozer 3,AICC,1,4,0,0,0,0
Dozer 3,AICC,1,5,0,0,0,0
Dozer 3,AICC,2,1,0,0,0,0
Dozer 3,AICC,2,2,0,0,0,0
Dozer 3,AICC,2,3,0,0,0,0
Dozer 3,AICC,2,4,0,0,0,0
Dozer 3,AICC,2,5,0,0,0,0
Dozer 3,AICC,3,1,0,0,0,0
Dozer 3,AICC,3,2,0,0,0,0
Dozer 3,AICC,3,3,0,0,0,0
Dozer 3,AICC,3,4,0,0,0,0
Dozer 3,AICC,3,5,0,0,0,0
Dozer 3,AICC,4,1,0,0,0,0
Dozer 3,AICC,4,2,0,0,0,0
Dozer 3,AICC,4,3,0,0,0,0
Dozer 3,AICC,4,4,0,0,0,0
Dozer 3,AICC,4,5,0,0,0,0
Dozer 3,AICC,5,1,0,0,0,0
Dozer 3,AICC,5,2,0,0,0,0
Dozer 3,AICC,5,3,0,0,0,0
Dozer 3,AICC,5,4,0,0,0,0
Dozer 3,AICC,5,5,0,0,0,0
Dozer 3,NWCC,1,1,1,0,0,1
Dozer 3,NWCC,1,2,1,0,0,1
Dozer 3,NWCC,1,3,1,0,0,1
Dozer 3,NWCC,1,4,1,0,0,1
Dozer 3,NWCC,1,5,1,0,0,1
Dozer 3,NWCC,2,1,1,0,0,1
Dozer 3,NWCC,2,2,1,0,0,1
Dozer 3,NWCC,2,3,1,0,0,1
Dozer 3,NWCC,2,4,1,0,0,1
Dozer 3,NWCC,2,5,1,0,0,1
Dozer 3,NWCC,3,1,1,0,0,1
Dozer 3,NWCC,3,2,1,0,0,1
Dozer 3,NWCC,3,3,1,0,0,1
Dozer 3,NWCC,3,4,1,0,0,1
Dozer 3,NWCC,3,5,1,0,0,1
Dozer 3,NWCC,4,1,1,0,0,1
Dozer 3,NWCC,4,2,1,0,0,1
Dozer 3,NWCC,4,3,1,0,0,1
Dozer 3,NWCC,4,4,1,0,0,1
Dozer 3,NWCC,4,5,1,0,0,1
Dozer 3,NWCC,5,1,1,0,0,1
Dozer 3,NWCC,5,2,1,0,0,1
Dozer 3,NWCC,5,3,1,0,0,1
Dozer 3,NWCC,5,4,1,0,0,1
Dozer 3,NWCC,5,5,1,0,0,1
Dozer 3,ONCC,1,1,0,0,0,0
Dozer 3,ONCC,1,2,0,0,0,0
Dozer 3,ONCC,1,3,0,0,0,0
Dozer 3,ONCC,1,4,0,0,0,0
Dozer 3,ONCC,1,5,0,0,0,0
Dozer 3,ONCC,2,1,0,0,0,0
Dozer 3,ONCC,2,2,0,0,0,0
Dozer 3,ONCC,2,3,0,0,0,0
Dozer 3,ONCC,2,4,0,0,0,0
Dozer 3,ONCC,2,5,0,0,0,0
Dozer 3,ONCC,3,1,0,0,0,0
Dozer 3,ONCC,3,2,0,0,0,0
Dozer 3,ONCC,3,3,0,0,0,0
Dozer 3,ONCC,3,4,0,0,0,0
Dozer 3,ONCC,3,5,0,0,0,0
Dozer 3,ONCC,4,1,0,0,0,0
Dozer 3,ONCC,4,2,0,0,0,0
Dozer 3,ONCC,4,3,0,0,0,0
Dozer 3,ONCC,4,4,0,0,0,0
Dozer 3,ONCC,4,5,0,0,0,0
Dozer 3,ONCC,5,1,0,0,0,0
Dozer 3,ONCC,5,2,0,0,0,0
Dozer 3,ONCC,5,3,0,0,0,0
Dozer 3,ONCC,5,4,0,0,0,0
Dozer 3,ONCC,5,5,0,0,0,0
Dozer 3,OSCC,1,1,0,0,0,0
Dozer 3,OSCC,1,2,0,0,0,0
Dozer 3,OSCC,1,3,0,0,0,0
Dozer 3,OSCC,1,4,0,0,0,0
Dozer 3,OSCC,1,5,0,0,0,0
Dozer 3,OSCC,2,1,0,0,0,0
Dozer 3,OSCC,2,2,0,0,0,0
Dozer 3,OSCC,2,3,0,0,0,0
Dozer 3,OSCC,2,4,0,0,0,0
Dozer 3,OSCC,2,5,0,0,0,0
Dozer 3,OSCC,3,1,0,0,0,0
Dozer 3,OSCC,3,2,0,0,0,0
Dozer 3,OSCC,3,3,0,0,0,0
Dozer 3,OSCC,3,4,0,0,0,0
Dozer 3,OSCC,3,5,0,0,0,0
Dozer 3,OSCC,4,1,0,0,0,0
Dozer 3,OSCC,4,2,0,0,0,0
Dozer 3,OSCC,4,3,0,0,0,0
Dozer 3,OSCC,4,4,0,0,0,0
Dozer 3,OSCC,4,5,0,0,0,0
Dozer 3,OSCC,5,1,0,0,0,0
Dozer 3,OSCC,5,2,0,0,0,0
Dozer 3,OSCC,5,3,0,0,0,0
Dozer 3,OSCC,5,4,0,0,0,0
Dozer 3,OSCC,5,5,0,0,0,0
Dozer 3,NRCC,1,1,0,0,0,0
Dozer 3,NRCC,1,2,0,0,0,0
Dozer 3,NRCC,1,3,0,0,0,0
Dozer 3,NRCC,1,4,0,0,0,0
Dozer 3,NRCC,1,5,0,0,0,0
Dozer 3,NRCC,2,1,0,0,0,0
Dozer 3,NRCC,2,2,0,0,0,0
Dozer 3,NRCC,2,3,0,0,0,0
Dozer 3,NRCC,2,4,0,0,0,0
Dozer 3,NRCC,2,5,0,0,0,0
Dozer 3,NRCC,3,1,0,0,0,0
Dozer 3,NRCC,3,2,0,0,0,0
Dozer 3,NRCC,3,3,0,0,0,0
Dozer 3,NRCC,3,4,0,0,0,0
Dozer 3,NRCC,3,5,0,0,0,0
Dozer 3,NRCC,4,1,0,0,0,0
Dozer 3,NRCC,4,2,0,0,0,0
Dozer 3,NRCC,4,3,0,0,0,0
Dozer 3,NRCC,4,4,0,0,0,0
Dozer 3,NRCC,4,5,0,0,0,0
Dozer 3,NRCC,5,1,0,0,0,0
Dozer 3,NRCC,5,2,0,0,0,0
Dozer 3,NRCC,5,3,0,0,0,0
Dozer 3,NRCC,5,4,0,0,0,0
Dozer 3,NRCC,5,5,0,0,0,0
Dozer 3,GBCC,1,1,0,0,0,0
Dozer 3,GBCC,1,2,0,0,0,0
Dozer 3,GBCC,1,3,0,0,0,0
Dozer 3,GBCC,1,4,0,0,0,0
Dozer 3,GBCC,1,5,0,0,0,0
Dozer 3,GBCC,2,1,0,0,0,0
Dozer 3,GBCC,2,2,0,0,0,0
Dozer 3,GBCC,2,3,0,0,0,0
Dozer 3,GBCC,2,4,0,0,0,0
Dozer 3,GBCC,2,5,0,0,0,0
Dozer 3,GBCC,3,1,0,0,0,0
Dozer 3,GBCC,3,2,0,0,0,0
Dozer 3,GBCC,3,3,0,0,0,0
Dozer 3,GBCC,3,4,0,0,0,0
Dozer 3,GBCC,3,5,0,0,0,0
Dozer 3,GBCC,4,1,0,0,0,0
Dozer 3,GBCC,4,2,0,0,0,0
Dozer 3,GBCC,4,3,0,0,0,0
Dozer 3,GBCC,4,4,0,0,0,0
Dozer 3,GBCC,4,5,0,0,0,0
Dozer 3,GBCC,5,1,0,0,0,0
Dozer 3,GBCC,5,2,0,0,0,0
Dozer 3,GBCC,5,3,0,0,0,0
Dozer 3,GBCC,5,4,0,0,0,0
Dozer 3,GBCC,5,5,0,0,0,0
Dozer 3,SWCC,1,1,1,0,0,1
Dozer 3,SWCC,1,2,1,0,0,1
Dozer 3,SWCC,1,3,1,0,0,1
Dozer 3,SWCC,1,4,1,0,0,1
Dozer 3,SWCC,1,5,1,0,0,1
Dozer 3,SWCC,2,1,1,0,0,1
Dozer 3,SWCC,2,2,1,0,0,1
Dozer 3,SWCC,2,3,1,0,0,1
Dozer 3,SWCC,2,4,1,0,0,1
Dozer 3,SWCC,2,5,1,0,0,1
Dozer 3,SWCC,3,1,1,0,0,1
Dozer 3,SWCC,3,2,1,0,0,1
Dozer 3,SWCC,3,3,1,0,0,1
Dozer 3,SWCC,3,4,1,0,0,1
Dozer 3,SWCC,3,5,1,0,0,1
Dozer 3,SWCC,4,1,1,0,0,1
Dozer 3,SWCC,4,2,1,0,0,1
Dozer 3,SWCC,4,3,1,0,0,1
Dozer 3,SWCC,4,4,1,0,0,1
Dozer 3,SWCC,4,5,1,0,0,1
Dozer 3,SWCC,5,1,1,0,0,1
Dozer 3,SWCC,5,2,1,0,0,1
Dozer 3,SWCC,5,3,1,0,0,1
Dozer 3,SWCC,5,4,1,0,0,1
Dozer 3,SWCC,5,5,1,0,0,1
Dozer 3,RMCC,1,1,1,1,50,2
Dozer 3,RMCC,1,2,1,1,50,2
Dozer 3,RMCC,1,3,2,0,0,2
Dozer 3,RMCC,1,4,1,1,50,2
Dozer 3,RMCC,1,5,2,0,0,2
Dozer 3,RMCC,2,1,1,1,50,2
Dozer 3,RMCC,2,2,2,0,0,2
Dozer 3,RMCC,2,3,1,1,50,2
Dozer 3,RMCC,2,4,2,0,0,2
Dozer 3,RMCC,2,5,2,0,0,2
Dozer 3,RMCC,3,1,2,0,0,2
Dozer 3,RMCC,3,2,2,0,0,2
Dozer 3,RMCC,3,3,2,0,0,2
Dozer 3,RMCC,3,4,2,0,0,2
Dozer 3,RMCC,3,5,2,0,0,2
Dozer 3,RMCC,4,1,2,0,0,2
Dozer 3,RMCC,4,2,2,0,0,2
Dozer 3,RMCC,4,3,2,0,0,2
Dozer 3,RMCC,4,4,2,0,0,2
Dozer 3,RMCC,4,5,2,0,0,2
Dozer 3,RMCC,5,1,2,0,0,2
Dozer 3,RMCC,5,2,2,0,0,2
Dozer 3,RMCC,5,3,2,0,0,2
Dozer 3,RMCC,5,4,2,0,0,2
Dozer 3,RMCC,5,5,2,0,0,2
Dozer 3,EACC,1,1,5,5,50,10
Dozer 3,EACC,1,2,10,0,0,10
Dozer 3,EACC,1,3,10,0,0,10
Dozer 3,EACC,1,4,10,0,0,10
Dozer 3,EACC,1,5,10,0,0,10
Dozer 3,EACC,2,1,5,5,50,10
Dozer 3,EACC,2,2,5,5,50,10
Dozer 3,EACC,2,3,5,5,50,10
Dozer 3,EACC,2,4,10,0,0,10
Dozer 3,EACC,2,5,5,5,50,10
Dozer 3,EACC,3,1,10,0,0,10
Dozer 3,EACC,3,2,10,0,0,10
Dozer 3,EACC,3,3,10,0,0,10
Dozer 3,EACC,3,4,10,0,0,10
Dozer 3,EACC,3,5,8,2,20,10
Dozer 3,EACC,4,1,10,0,0,10
Dozer 3,EACC,4,2,10,0,0,10
Dozer 3,EACC,4,3,10,0,0,10
Dozer 3,EACC,4,4,10,0,0,10
Dozer 3,EACC,4,5,8,2,20,10
Dozer 3,EACC,5,1,10,0,0,10
Dozer 3,EACC,5,2,10,0,0,10
Dozer 3,EACC,5,3,10,0,0,10
Dozer 3,EACC,5,4,10,0,0,10
Dozer 3,EACC,5,5,10,0,0,10
Dozer 3,SACC,1,1,6,5,45,11
Dozer 3,SACC,1,2,6,5,45,11
Dozer 3,SACC,1,3,6,5,45,11
Dozer 3,SACC,1,4,11,0,0,11
Dozer 3,SACC,1,5,11,0,0,11
Dozer 3,SACC,2,1,6,5,45,11
Dozer 3,SACC,2,2,6,5,45,11
Dozer 3,SACC,2,3,6,5,45,11
Dozer 3,SACC,2,4,6,5,45,11
Dozer 3,SACC,2,5,11,0,0,11
Dozer 3,SACC,3,1,11,0,0,11
Dozer 3,SACC,3,2,11,0,0,11
Dozer 3,SACC,3,3,11,0,0,11
Dozer 3,SACC,3,4,9,2,18,11
Dozer 3,SACC,3,5,9,2,18,11
Dozer 3,SACC,4,1,11,0,0,11
Dozer 3,SACC,4,2,11,0,0,11
Dozer 3,SACC,4,3,11,0,0,11
Dozer 3,SACC,4,4,11,0,0,11
Dozer 3,SACC,4,5,11,0,0,11
Dozer 3,SACC,5,1,11,0,0,11
Dozer 3,SACC,5,2,11,0,0,11
Dozer 3,SACC,5,3,11,0,0,11
Dozer 3,SACC,5,4,11,0,0,11
Dozer 3,SACC,5,5,11,0,0,11
Dozer 4,AICC,1,1,0,0,0,0
Dozer 4,AICC,1,2,0,0,0,0
Dozer 4,AICC,1,3,0,0,0,0
Dozer 4,AICC,1,4,0,0,0,0
Dozer 4,AICC,1,5,0,0,0,0
Dozer 4,AICC,2,1,0,0,0,0
Dozer 4,AICC,2,2,0,0,0,0
Dozer 4,AICC,2,3,0,0,0,0
Dozer 4,AICC,2,4,0,0,0,0
Dozer 4,AICC,2,5,0,0,0,0
Dozer 4,AICC,3,1,0,0,0,0
Dozer 4,AICC,3,2,0,0,0,0
Dozer 4,AICC,3,3,0,0,0,0
Dozer 4,AICC,3,4,0,0,0,0
Dozer 4,AICC,3,5,0,0,0,0
Dozer 4,AICC,4,1,0,0,0,0
Dozer 4,AICC,4,2,0,0,0,0
Dozer 4,AICC,4,3,0,0,0,0
Dozer 4,AICC,4,4,0,0,0,0
Dozer 4,AICC,4,5,0,0,0,0
Dozer 4,AICC,5,1,0,0,0,0
Dozer 4,AICC,5,2,0,0,0,0
Dozer 4,AICC,5,3,0,0,0,0
Dozer 4,AICC,5,4,0,0,0,0
Dozer 4,AICC,5,5,0,0,0,0
Dozer 4,NWCC,1,1,0,0,0,0
Dozer 4,NWCC,1,2,0,0,0,0
Dozer 4,NWCC,1,3,0,0,0,0
Dozer 4,NWCC,1,4,0,0,0,0
Dozer 4,NWCC,1,5,0,0,0,0
Dozer 4,NWCC,2,1,0,0,0,0
Dozer 4,NWCC,2,2,0,0,0,0
Dozer 4,NWCC,2,3,0,0,0,0
Dozer 4,NWCC,2,4,0,0,0,0
Dozer 4,NWCC,2,5,0,0,0,0
Dozer 4,NWCC,3,1,0,0,0,0
Dozer 4,NWCC,3,2,0,0,0,0
Dozer 4,NWCC,3,3,0,0,0,0
Dozer 4,NWCC,3,4,0,0,0,0
Dozer 4,NWCC,3,5,0,0,0,0
Dozer 4,NWCC,4,1,0,0,0,0
Dozer 4,NWCC,4,2,0,0,0,0
Dozer 4,NWCC,4,3,0,0,0,0
Dozer 4,NWCC,4,4,0,0,0,0
Dozer 4,NWCC,4,5,0,0,0,0
Dozer 4,NWCC,5,1,0,0,0,0
Dozer 4,NWCC,5,2,0,0,0,0
Dozer 4,NWCC,5,3,0,0,0,0
Dozer 4,NWCC,5,4,0,0,0,0
Dozer 4,NWCC,5,5,0,0,0,0
Dozer 4,ONCC,1,1,0,0,0,0
Dozer 4,ONCC,1,2,0,0,0,0
Dozer 4,ONCC,1,3,0,0,0,0
Dozer 4,ONCC,1,4,0,0,0,0
Dozer 4,ONCC,1,5,0,0,0,0
Dozer 4,ONCC,2,1,0,0,0,0
Dozer 4,ONCC,2,2,0,0,0,0
Dozer 4,ONCC,2,3,0,0,0,0
Dozer 4,ONCC,2,4,0,0,0,0
Dozer 4,ONCC,2,5,0,0,0,0
Dozer 4,ONCC,3,1,0,0,0,0
Dozer 4,ONCC,3,2,0,0,0,0
Dozer 4,ONCC,3,3,0,0,0,0
Dozer 4,ONCC,3,4,0,0,0,0
Dozer 4,ONCC,3,5,0,0,0,0
Dozer 4,ONCC,4,1,0,0,0,0
Dozer 4,ONCC,4,2,0,0,0,0
Dozer 4,ONCC,4,3,0,0,0,0
Dozer 4,ONCC,4,4,0,0,0,0
Dozer 4,ONCC,4,5,0,0,0,0
Dozer 4,ONCC,5,1,0,0,0,0
Dozer 4,ONCC,5,2,0,0,0,0
Dozer 4,ONCC,5,3,0,0,0,0
Dozer 4,ONCC,5,4,0,0,0,0
Dozer 4,ONCC,5,5,0,0,0,0
Dozer 4,OSCC,1,1,0,0,0,0
Dozer 4,OSCC,1,2,0,0,0,0
Dozer 4,OSCC,1,3,0,0,0,0
Dozer 4,OSCC,1,4,0,0,0,0
Dozer 4,OSCC,1,5,0,0,0,0
Dozer 4,OSCC,2,1,0,0,0,0
Dozer 4,OSCC,2,2,0,0,0,0
Dozer 4,OSCC,2,3,0,0,0,0
Dozer 4,OSCC,2,4,0,0,0,0
Dozer 4,OSCC,2,5,0,0,0,0
Dozer 4,OSCC,3,1,0,0,0,0
Dozer 4,OSCC,3,2,0,0,0,0
Dozer 4,OSCC,3,3,0,0,0,0
Dozer 4,OSCC,3,4,0,0,0,0
Dozer 4,OSCC,3,5,0,0,0,0
Dozer 4,OSCC,4,1,0,0,0,0
Dozer 4,OSCC,4,2,0,0,0,0
Dozer 4,OSCC,4,3,0,0,0,0
Dozer 4,OSCC,4,4,0,0,0,0
Dozer 4,OSCC,4,5,0,0,0,0
Dozer 4,OSCC,5,1,0,0,0,0
Dozer 4,OSCC,5,2,0,0,0,0
Dozer 4,OSCC,5,3,0,0,0,0
Dozer 4,OSCC,5,4,0,0,0,0
Dozer 4,OSCC,5,5,0,0,0,0
Dozer 4,NRCC,1,1,0,0,0,0
Dozer 4,NRCC,1,2,0,0,0,0
Dozer 4,NRCC,1,3,0,0,0,0
Dozer 4,NRCC,1,4,0,0,0,0
Dozer 4,NRCC,1,5,0,0,0,0
Dozer 4,NRCC,2,1,0,0,0,0
Dozer 4,NRCC,2,2,0,0,0,0
Dozer 4,NRCC,2,3,0,0,0,0
Dozer 4,NRCC,2,4,0,0,0,0
Dozer 4,NRCC,2,5,0,0,0,0
Dozer 4,NRCC,3,1,0,0,0,0
Dozer 4,NRCC,3,2,0,0,0,0
Dozer 4,NRCC,3,3,0,0,0,0
Dozer 4,NRCC,3,4,0,0,0,0
Dozer 4,NRCC,3,5,0,0,0,0
Dozer 4,NRCC,4,1,0,0,0,0
Dozer 4,NRCC,4,2,0,0,0,0
Dozer 4,NRCC,4,3,0,0,0,0
Dozer 4,NRCC,4,4,0,0,0,0
Dozer 4,NRCC,4,5,0,0,0,0
Dozer 4,NRCC,5,1,0,0,0,0
Dozer 4,NRCC,5,2,0,0,0,0
Dozer 4,NRCC,5,3,0,0,0,0
Dozer 4,NRCC,5,4,0,0,0,0
Dozer 4,NRCC,5,5,0,0,0,0
Dozer 4,GBCC,1,1,0,0,0,0
Dozer 4,GBCC,1,2,0,0,0,0
Dozer 4,GBCC,1,3,0,0,0,0
Dozer 4,GBCC,1,4,0,0,0,0
Dozer 4,GBCC,1,5,0,0,0,0
Dozer 4,GBCC,2,1,0,0,0,0
Dozer 4,GBCC,2,2,0,0,0,0
Dozer 4,GBCC,2,3,0,0,0,0
Dozer 4,GBCC,2,4,0,0,0,0
Dozer 4,GBCC,2,5,0,0,0,0
Dozer 4,GBCC,3,1,0,0,0,0
Dozer 4,GBCC,3,2,0,0,0,0
Dozer 4,GBCC,3,3,0,0,0,0
Dozer 4,GBCC,3,4,0,0,0,0
Dozer 4,GBCC,3,5,0,0,0,0
Dozer 4,GBCC,4,1,0,0,0,0
Dozer 4,GBCC,4,2,0,0,0,0
Dozer 4,GBCC,4,3,0,0,0,0
Dozer 4,GBCC,4,4,0,0,0,0
Dozer 4,GBCC,4,5,0,0,0,0
Dozer 4,GBCC,5,1,0,0,0,0
Dozer 4,GBCC,5,2,0,0,0,0
Dozer 4,GBCC,5,3,0,0,0,0
Dozer 4,GBCC,5,4,0,0,0,0
Dozer 4,GBCC,5,5,0,0,0,0
Dozer 4,SWCC,1,1,0,0,0,0
Dozer 4,SWCC,1,2,0,0,0,0
Dozer 4,SWCC,1,3,0,0,0,0
Dozer 4,SWCC,1,4,0,0,0,0
Dozer 4,SWCC,1,5,0,0,0,0
Dozer 4,SWCC,2,1,0,0,0,0
Dozer 4,SWCC,2,2,0,0,0,0
Dozer 4,SWCC,2,3,0,0,0,0
Dozer 4,SWCC,2,4,0,0,0,0
Dozer 4,SWCC,2,5,0,0,0,0
Dozer 4,SWCC,3,1,0,0,0,0
Dozer 4,SWCC,3,2,0,0,0,0
Dozer 4,SWCC,3,3,0,0,0,0
Dozer 4,SWCC,3,4,0,0,0,0
Dozer 4,SWCC,3,5,0,0,0,0
Dozer 4,SWCC,4,1,0,0,0,0
Dozer 4,SWCC,4,2,0,0,0,0
Dozer 4,SWCC,4,3,0,0,0,0
Dozer 4,SWCC,4,4,0,0,0,0
Dozer 4,SWCC,4,5,0,0,0,0
Dozer 4,SWCC,5,1,0,0,0,0
Dozer 4,SWCC,5,2,0,0,0,0
Dozer 4,SWCC,5,3,0,0,0,0
Dozer 4,SWCC,5,4,0,0,0,0
Dozer 4,SWCC,5,5,0,0,0,0
Dozer 4,RMCC,1,1,0,0,0,0
Dozer 4,RMCC,1,2,0,0,0,0
Dozer 4,RMCC,1,3,0,0,0,0
Dozer 4,RMCC,1,4,0,0,0,0
Dozer 4,RMCC,1,5,0,0,0,0
Dozer 4,RMCC,2,1,0,0,0,0
Dozer 4,RMCC,2,2,0,0,0,0
Dozer 4,RMCC,2,3,0,0,0,0
Dozer 4,RMCC,2,4,0,0,0,0
Dozer 4,RMCC,2,5,0,0,0,0
Dozer 4,RMCC,3,1,0,0,0,0
Dozer 4,RMCC,3,2,0,0,0,0
Dozer 4,RMCC,3,3,0,0,0,0
Dozer 4,RMCC,3,4,0,0,0,0
Dozer 4,RMCC,3,5,0,0,0,0
Dozer 4,RMCC,4,1,0,0,0,0
Dozer 4,RMCC,4,2,0,0,0,0
Dozer 4,RMCC,4,3,0,0,0,0
Dozer 4,RMCC,4,4,0,0,0,0
Dozer 4,RMCC,4,5,0,0,0,0
Dozer 4,RMCC,5,1,0,0,0,0
Dozer 4,RMCC,5,2,0,0,0,0
Dozer 4,RMCC,5,3,0,0,0,0
Dozer 4,RMCC,5,4,0,0,0,0
Dozer 4,RMCC,5,5,0,0,0,0
Dozer 4,EACC,1,1,1,0,0,1
Dozer 4,EACC,1,2,1,0,0,1
Dozer 4,EACC,1,3,1,0,0,1
Dozer 4,EACC,1,4,1,0,0,1
Dozer 4,EACC,1,5,1,0,0,1
Dozer 4,EACC,2,1,1,0,0,1
Dozer 4,EACC,2,2,1,0,0,1
Dozer 4,EACC,2,3,1,0,0,1
Dozer 4,EACC,2,4,1,0,0,1
Dozer 4,EACC,2,5,1,0,0,1
Dozer 4,EACC,3,1,1,0,0,1
Dozer 4,EACC,3,2,1,0,0,1
Dozer 4,EACC,3,3,1,0,0,1
Dozer 4,EACC,3,4,1,0,0,1
Dozer 4,EACC,3,5,1,0,0,1
Dozer 4,EACC,4,1,1,0,0,1
Dozer 4,EACC,4,2,1,0,0,1
Dozer 4,EACC,4,3,1,0,0,1
Dozer 4,EACC,4,4,1,0,0,1
Dozer 4,EACC,4,5,1,0,0,1
Dozer 4,EACC,5,1,1,0,0,1
Dozer 4,EACC,5,2,1,0,0,1
Dozer 4,EACC,5,3,1,0,0,1
Dozer 4,EACC,5,4,1,0,0,1
Dozer 4,EACC,5,5,1,0,0,1
Dozer 4,SACC,1,1,3,2,40,5
Dozer 4,SACC,1,2,5,0,0,5
Dozer 4,SACC,1,3,5,0,0,5
Dozer 4,SACC,1,4,5,0,0,5
Dozer 4,SACC,1,5,5,0,0,5
Dozer 4,SACC,2,1,3,2,40,5
Dozer 4,SACC,2,2,5,0,0,5
Dozer 4,SACC,2,3,3,2,40,5
Dozer 4,SACC,2,4,5,0,0,5
Dozer 4,SACC,2,5,5,0,0,5
Dozer 4,SACC,3,1,5,0,0,5
